Date,AAPL,IBM,MSFT,GOOG
2011-07-20,235335100.0,5901100.0,49795400.0,4472200.0
2011-07-21,131633600.0,4958400.0,81737400.0,6964900.0
2011-07-22,129182200.0,4516100.0,76380600.0,7082700.0
2011-07-25,147451500.0,4987000.0,108482400.0,6286600.0
2011-07-26,119145600.0,4356200.0,74636500.0,4703200.0
2011-07-27,164831100.0,5806800.0,71488700.0,7898200.0
2011-07-28,148508500.0,4478800.0,83761400.0,6240000.0
2011-07-29,158146100.0,6665600.0,104394800.0,8305700.0
2011-08-01,153209000.0,5842700.0,61838400.0,7961800.0
2011-08-02,159884900.0,5770400.0,63883100.0,6425100.0
2011-08-03,183127000.0,6722000.0,64581200.0,7680000.0
2011-08-04,217851900.0,11022300.0,92949500.0,9866000.0
2011-08-05,301147700.0,11871800.0,112071700.0,11902500.0
2011-08-08,285958400.0,15804900.0,134257200.0,15049300.0
2011-08-09,270645900.0,12517600.0,126268900.0,12987800.0
2011-08-10,219664200.0,13993600.0,127819900.0,10779400.0
2011-08-11,185492300.0,9175600.0,90690100.0,9697300.0
2011-08-12,132244000.0,5187000.0,64787100.0,6332200.0
2011-08-15,115136000.0,7645400.0,56529400.0,14343200.0
2011-08-16,124687500.0,5585400.0,54251500.0,13930700.0
2011-08-17,110515300.0,5129700.0,50923700.0,8188700.0
2011-08-18,212858800.0,15082600.0,105714200.0,12628400.0
2011-08-19,193972100.0,14068600.0,77397900.0,10860500.0
2011-08-22,133828800.0,7249100.0,54721000.0,9848500.0
2011-08-23,164208800.0,6923300.0,59670600.0,8726000.0
2011-08-24,156566900.0,6427000.0,45329700.0,7215800.0
2011-08-25,217836500.0,6751600.0,48192000.0,6610500.0
2011-08-26,160369300.0,6438200.0,71957000.0,7219400.0
2011-08-29,101317300.0,5293400.0,38863200.0,4689000.0
2011-08-30,104480600.0,4477700.0,57341400.0,6000300.0
2011-08-31,130646600.0,6074200.0,59300800.0,5406700.0
2011-09-01,85931300.0,5463900.0,60510800.0,4849000.0
2011-09-02,109734800.0,4979100.0,43894400.0,4820300.0
2011-09-06,127424500.0,5761200.0,54929300.0,5451900.0
2011-09-07,87644200.0,6796600.0,41961000.0,5532200.0
2011-09-08,104039600.0,6027200.0,65811900.0,4778700.0
2011-09-09,141203300.0,6743900.0,64529200.0,6562000.0
2011-09-12,116958100.0,5247200.0,55046100.0,5360700.0
2011-09-13,110140100.0,4723800.0,48792300.0,4726000.0
2011-09-14,133681100.0,6980700.0,66739200.0,5408900.0
2011-09-15,104454700.0,5464400.0,67808300.0,5943700.0
2011-09-16,174628300.0,11048100.0,89681500.0,7095000.0
2011-09-19,205965200.0,4755600.0,52324900.0,4955200.0
2011-09-20,193938500.0,6209600.0,49211900.0,5578900.0
2011-09-21,151494000.0,7043100.0,72750700.0,5047400.0
2011-09-22,242120200.0,8195600.0,96278300.0,8833500.0
2011-09-23,136569300.0,5586600.0,64768100.0,5575300.0
2011-09-26,203219100.0,6745700.0,51057600.0,5288000.0
2011-09-27,158124400.0,7638800.0,55620700.0,6044300.0
2011-09-28,107409400.0,7732200.0,60736200.0,4543500.0
2011-09-29,162771700.0,6944300.0,63407300.0,5834900.0
2011-09-30,136910200.0,7807400.0,54060500.0,5467500.0
2011-10-03,167274800.0,9042600.0,64592500.0,8982200.0
2011-10-04,308419300.0,9200000.0,83485400.0,8348700.0
